Compra,Modalidade da Compra,Processo,Código da UASG,Nome da UASG,Município/UF,Objeto,Itens,Contratos,Valor Total da Compra
82/2020,Dispensa de Licitação,64687022644202011,160418,19 REGIMENTO DE CAVALARIA MECANIZADO/RS,Santa Rosa/RS,AQUISIÇÃO DE MANGUEIRA INCÊNDIO 2.1/2X25MTS PARA VTR CISTERNA,1,0,1960
32/2020,Dispensa de Licitação,64082002780202002,160472,5 BATALHAO DE INFANTARIA LEVE - 5 B I L,Lorena/SP,AQUISIÇÃO DE MATERIAL DE PROTEÇÃO E SEGURANÇA - VESTUÁRIO DE PROTEÇÃO,1,0,1957.2
301/2020,Dispensa de Licitação,64431003618202096,160517,3 COMPANHIA DO 63 BATALHAO DE INFANTARIA,Tubarão/SC,"AQUISIÇÃO DE MATERIAL DE LIMPEZA E PRODUTOS DE HIGIENIZAÇÃO - SABÃO EM BARRA, BORRIFADOR E TOALHA DE PAPEL.",3,0,1939
21/2020,Dispensa de Licitação,640.693.557.202.042,160446,62 BATALHAO DE INFANTARIA,Joinville/SC,AQUISIÇÃO DE TERMÔMETROS DIGITAIS PARA O ENFRENTAMENTO A PANDEMIA DO COVID-19.,1,0,1935
53/2020,Dispensa de Licitação,64261010943202012,160372,COMANDO DE ARTILHARIA DIVISIONARIA/3/RS,Cruz Alta/RS,"AQUISIÇÃO DE EQP, UTENS,MED,ODONT,LAB E HOSP (449052-08) PARA O PMGUCA.",1,0,1930
21/2020,Dispensa de Licitação,64082002083202043,160472,5 BATALHAO DE INFANTARIA LEVE - 5 B I L,Lorena/SP,AQUISIÇÃO DE MATERIAL PARA O COMBATE AO COVID-19.  MATERIAL HOSPITALAR - LUVAS DE PROCEDIMENTO.,1,0,1925
29/2020,Dispensa de Licitação,65314003711202008,160226,34 BATALHAO DE INFANTARIA MECANIZADO,Foz do Iguaçu/PR,"AQUISIÇÃO DE MATERIAL DE PROTEÇÃO E SEGURANÇA, PARA ATENDER O 34º BIMEC.",4,0,1911
103/2020,Dispensa de Licitação,64101003547202063,160130,36 BATALHAO DE INFANTARIA MECANIZADO - MEX,Uberlândia/MG,AQUISIÇÃO DE MATERIAL PARA ATENDER NECESSIDADE DESTA OM,2,0,1910
67/2020,Dispensa de Licitação,65378003967202062,160192,BASE DE ADM. E APOIO 5º DIVISÃO DO EXÉRCITO,Curitiba/PR,PULVERIZADOR COSTAL MANUAL,1,0,1909.5
28/2020,Dispensa de Licitação,65326004504202023,160149,MEX-COMANDO 4.BRIGADA CAVALARIA MECANIZADA/MS,Dourados/MS,AQUISIÇÃO DE PULVERIZADOR FINS ATENDER ESQD CMDO 4ª BDA C MEC.,1,0,1908
28/2020,Dispensa de Licitação,64259008916202011,160079,COLEGIO MILITAR DE SANTA MARIA,Santa Maria/RS,AQUISIÇÃO DE REFIL DE ÁLCOOL GÉL 70 % PARA DISPENSER,1,0,1900
34/2020,Dispensa de Licitação,64294019239202030,160233,5ª BRIGADA DE CAVALARIA BLINDADA,Ponta Grossa/PR,"AQUISIÇÃO DE CÂMERA WEBCAM A SER UTILIZADA NA ADEQUAÇÃO DA ESTRUTURA DO CENTRO DE OPERAÇÕES (COP) DO  CMDO 5ª BDA C BLD, NO ATENDIMENTO AS AÇÕES PARA O ENFRENTAMENTO DO COVID – 19, POSSIBILITANDO AOS MILITARES ENVOLVIDOS NESTA OPERAÇÃO, REALIZAREM A COMUNICAÇÃO, DE MAIOR QUALIDADE, COM OS DEMAIS ÓRGÃOS COMPROMETIDOS COM A MISSÃO.",1,0,1899
50/2020,Dispensa de Licitação,64686012048202033,160131,MEX-17 REGIMENTO DE CAVALARIA MECANIZADO,Amambai/MS,ATENDER AS NECESSIDADES COM AQUISIÇÃO DE SERVIÇO DE MANUTENÇÃO E CONSERVAÇÃO DE MÁQUINAS E EQUIPAMENTOS DO 17° R C MEC.,2,0,1883
4/2020,Dispensa de Licitação,06/2020 - SALC,160142,MEX-9.BATALHAO DE SUPRIMENTO/MS,Campo Grande/MS,AQUISIÇÃO DE MATERIAL DE LIMPEZA E PRODUTOS DE HIGIENIZAÇÃO PARA COMBATE AO COVID-19.,1,0,1880
24/2020,Dispensa de Licitação,64139002028202051,160522,28 BATALHAO LOGISTICO MECANIZADO,Dourados/MS,"AQUISIÇÃO DE MACACÃO COM CAPUZ, TOUCA EM TYVEK 500 E BOTA EM PVC (EPI), PARA ATENDER AÇÕES DE ENFRENTAMENTO AOS EFEITOS DA PANDEMIA DO CORONAVÍRUS NO ÂMBITO DO 28º B LOG.",4,0,1878.1000000000001
40/2020,Dispensa de Licitação,64571002640202014,160469,2 GRUPO ARTILHARIA CAMPANHA AUTOPROPULSADO,Itu/SP,AQUISIÇÃO DE MATERIAL DE LIMPEZA PARA O 2º GAC L.,1,0,1878
28/2020,Dispensa de Licitação,64084004503202014,160498,2 BATALHAO DE INFANTARIA LEVE,São Vicente/SP,"AQUISIÇÃO DE MATERIAL DE HIGIENIZAÇÃO PARA CUSTEAR DESPESAS COM MATERIAL DE CONSUMO PARA ATENDER AÇÕES DE ENFRENTAMENTO AOS EFEITOS DA COVID-19.  ",3,0,1875
25/2020,Dispensa de Licitação,64139002029202003,160522,28 BATALHAO LOGISTICO MECANIZADO,Dourados/MS,"AQUISIÇÃO DE MACACÃO COM CAPUZ, TOUCA EM TYVEK 500 E BOTA EM PVC (EPI), PARA ATENDER AÇÕES DE ENFRENTAMENTO AOS EFEITOS DA PANDEMIA DO CORONAVÍRUS NO ÂMBITO DO 28º B LOG.",4,0,1874.1000000000001
29/2020,Dispensa de Licitação,64104003138202037,160156,44 BATALHAO DE INFANTARIA MOTORIZADO/MT,Cuiabá/MT,AQUISIÇÃO DE MATERIAL CLASSE VIII NO COMBATE AO COVID-19.,1,0,1860
305/2020,Dispensa de Licitação,64431003622202054,160517,3 COMPANHIA DO 63 BATALHAO DE INFANTARIA,Tubarão/SC,AQUISIÇÃO DE MATERIAL DE LIMPEZA E PRODUTO DE HIGIENIZAÇÃO - TOTEM PARA ÁLCOOL EM GEL,1,0,1853.99
11/2020,Dispensa de Licitação,64308003426202003,160515,COMANDO DA 2ª BRIGADA DE INFANTARIA DE SELVA,São Gabriel da Cachoeira/AM,"AQUISIÇÃO DE MATERIAL DE EXPEDIENTE E LIMPEZA PARA ATENDER AS DEMANDAS DA 2ª BRIGADA DE INFANTARIA DE SELVA E ORGANIZAÇÕES MILITARES VINCULADAS, PARA ATENDER AS AÇÕES DE ENFRENTAMENTO AO COVID-19.",3,0,1850
62/2020,Dispensa de Licitação,64317019937202020,160219,COMANDO 5 REGIAO MILITAR,Curitiba/PR,AQUISIÇÃO DE MATERIAL DESTINADO A EQUIPAR A SALA DE OPERAÇÕES CONTRA O COVID-19,1,0,1850
16/2020,Dispensa de Licitação,64619002099202051,160329,BATALHÃO CENTRAL DE MANUTENÇÃO E SUPRIMENTO,Rio de Janeiro/RJ,AQUISIÇÃO DE MÁQUINA DE COSTURA RETA INDUSTRIAL.,1,0,1850
34/2020,Dispensa de Licitação,64090003239202012,160379,9 BATALHAO DE INFANTARIA MOTORIZADO/RS,Pelotas/RS,MATERIAL HOSPITALAR - 36.,1,0,1848
17/2020,Dispensa de Licitação,17/2020,160317,ESCOLA DE INSTRUCAO ESPECIALIZADA/RJ,Rio de Janeiro/RJ,"ADQUIRIR INSUMOS PARA OP COVID-19, EM PROVEITO DO 1º BTL DQBRN.  ",2,0,1835.5
135/2020,Dispensa de Licitação,64584013642202090,160495,HOSPITAL MILITAR DE ÁREA DE SÃO PAULO,São Paulo/SP,AQUISIÇÃO DE PULVERIZADORES PARA DESCONTAMINAÇÃO.,2,0,1835.4
91/2020,Dispensa de Licitação,6472005420202032,160479,6 GRUPO DE MISSEIS E FOGUETES,Formosa/GO,AQUISIÇÃO DE MATERIAL PARA O COMBATE DO COVID-19,4,0,1830.12
64/2020,Dispensa de Licitação,64590013556202006,160139,HOSPITAL DE GUARNICAO DE JOAO PESSOA,João Pessoa/PB,"AQUISIÇÃO DE MATERIAL DE CONSUMO HOSPITALAR PARA ATENDER DEMANDA PROVOCADA PELO COVID-19. A PRESENTE AQUISIÇÃO FAZ PARTE DAS MEDIDAS DE PROTEÇÃO PARA O ENFRENTAMENTO DA EMERGÊNCIA DE SAÚDE PÚBLICA DE IMPORTÂNCIA INTERNACIONAL DECORRENTE DO CORONAVÍRUS (COVID-19).  ",3,0,1820
62/2020,Dispensa de Licitação,64590013476202042,160139,HOSPITAL DE GUARNICAO DE JOAO PESSOA,João Pessoa/PB,"AQUISIÇÃO DE MATERIAL DE CONSUMO HOSPITALAR PARA ATENDER DEMANDA PROVOCADA PELO COVID-19. A PRESENTE AQUISIÇÃO FAZ PARTE DAS MEDIDAS DE PROTEÇÃO PARA O ENFRENTAMENTO DA EMERGÊNCIA DE SAÚDE PÚBLICA DE IMPORTÂNCIA INTERNACIONAL DECORRENTE DO CORONAVÍRUS (COVID-19).  ",1,0,1800
10/2020,Dispensa de Licitação,64092003693202045,160174,15.BATALHAO DE INFANTARIA MOTORIZADO/PB,João Pessoa/PB,AQUISIÇÃO DE MATERIAL DE CONSUMO DESTINADO A ATENDER AS NECESSIDADES DE ADEQUAÇÃO DO ALOJAMENTO,32,0,1800
107/2020,Dispensa de Licitação,64569004067202022,160170,COMANDO 23 BRIGADA DE INFANTARIA DE SELVA,Marabá/PA,CONTRATAÇÃO DE SERVIÇO GRÁFICO PARA O 1º GAC SL/CMDO DA 23ª BDA INF SL VISANDO NECESSIDADES DA OM (PARA ATENDER AÇÕES DE ENFRENTAMENTO AOS EFEITOS DA COVID-19)- MP 985.,1,0,1800
49/2020,Dispensa de Licitação,64419005035202068,160150,MEX-4 COMPANHIA ENGENHARIA CMB MEC/MS,Jardim/MS,"PRESTAÇÃO DE SERVIÇO DE DESINSETIZAÇÃO, PARA A 4ª CIA E CMB MEC.",1,0,1800
17/2020,Dispensa de Licitação,64552002893202016,160341,17 GRUPO DE ARTILHARIA DE CAMPANHA,Natal/RN,AQUISIÇÃO DE MATERIAL E FERRAMENTAS PARA MANUTENÇÃO DE INSTALAÇÕES EM APOIO A PANDEMIA CORONAVIRUS,8,0,1799.9999999999998
18/2020,Dispensa de Licitação,64063002150202057,160028,35 BATALHAO DE INFANTARIA,Feira de Santana/BA,MATERIAIS DESCARTÁVEL EPI.,6,0,1799.5500000000002
34/2020,Dispensa de Licitação,64120.003158/2020,160169,52 BATALHAO DE INFANTARIA DE SELVA,Marabá/PA,AQUISIÇÃO DE MATERIAL PARA APOIO À OPERAÇÃO COVID-19.,3,0,1794
17/2020,Dispensa de Licitação,64130001726202019,160421,9 BATALHAO LOGISTICO/RS,Santiago/RS,"AQUISIÇÃO DE MATERIAL PERMANENTE PARA ATENDER AÇÕES DE ENFRENTAMENTO AOS EFEITOS DA ""COVID-19""",4,0,1788.89
41/2020,Dispensa de Licitação,64586004957202026,160359,HOSPITAL DA GUARNICAO DE ALEGRETE/RS,Alegrete/RS,AQUISIÇÃO DE MATERIAL DE HIGIENE E LIMPEZA PARA COMBATE AO COVID-19.,1,0,1788.5
230/2020,Dispensa de Licitação,664683011734,160450,14 REGIMENTO DE CAVALARIA MECANIZADA,São Miguel D'Oeste/SC,MATERIAL HOSPITALAR PARA SER UTILIZADO EM APOIO NA OPERAÇÃO COVID-19.,3,0,1787.22
30/2020,Dispensa de Licitação,32,160365,HOSPITAL DE GUARNICAO DE BAGE/RS,Bagé/RS,AQUISIÇÃO DE ÁGUA SANITÁRIA PARA HIGIENIZAÇÃO E LIMPEZA DO HOSPITAL PARA EVITAR CONTAMINAÇÃO COM COVID-19 - CORONA VIRUS,1,0,1780
17/2020,Dispensa de Licitação,17/2020,160279,57 BATALHAO DE INFANTARIA MOTORIZADO(ES)-RJ,Rio de Janeiro/RJ,MATERIAL DE PROCESSAMENTO DE DADOS.,2,0,1778.94
17/2020,Dispensa de Licitação,6441900306420295,160150,MEX-4 COMPANHIA ENGENHARIA CMB MEC/MS,Jardim/MS,"AQUISIÇÃO DE MATERIAL DE CONSUMO(FARMACOLÓGICO), EM PROVEITO DA FORMAÇÃO SANITÁRIA DA 4ª CIA E CMB MEC.",4,0,1777.8
55/2020,Dispensa de Licitação,80907008642202034,160386,3 BATALHAO DE POLICIA DO EXERCITO/RS,Porto Alegre/RS,AQUISIÇÃO DE MATERIAL HOSPITALAR EM DECORRÊNCIA DA INFECÇÃO PELO NOVO CORONAVÍRUS (2019-NCOV).,1,0,1755
35/2020,Dispensa de Licitação,64556007347202031,160361,25 GRUPO DE ARTILHARIA DE CAMPANHA/RS,Bagé/RS,AQUISIÇÃO DE MATERIAL PARA ATENDER AS NECESSIDADES DA OM.,1,0,1755
39/2020,Dispensa de Licitação,64140004912202091,160274,25 BATALHAO LOGISTICO(ES)-RJ,Rio de Janeiro/RJ,ATENDER AQUISIÇÃO DE MATERIAL DE LIMPEZA E PRODUTOS DE HIGIENIZAÇÃO VOLTADO PARA O COMBATE AOS EFEITOS DO COVID-19.,1,0,1754.2
48/2020,Dispensa de Licitação,64084006393202017,160498,2 BATALHAO DE INFANTARIA LEVE,São Vicente/SP,"AQUISIÇÃO DE MATERIAL DE COPA E COZINHA PARA CUSTEAR DESPESAS COM MATERIAL DE CONSUMO PARA ATENDER AÇÕES DE ENFRENTAMENTO AOS EFEITOS DA COVID-19. ",6,0,1752
46/2020,Dispensa de Licitação,65345009600202030,160513,9º BATALHÃO DE MANUTENÇÃO,Campo Grande/MS,"AQUISIÇÃO DE INSUMOS PARA REALIZAR MANUTENÇÃO DE VIATURAS DO 17º B FRON, UTILIZADAS EM PROL DA OPERAÇÃO CONTRA O COVID-19",1,0,1750
49/2020,Dispensa de Licitação,205/2020,160093,38  BATALHAO DE INFANTARIA/MEX/ES,Vila Velha/ES,AQUISIÇÃO DE BATERIA 70AH E ÓLEO LUBRIFICANTE PARA MANUTENÇÃO DE VIATURAS QUE ESTÃO SENDO EMPREGADAS NAS AÇÕES DE ENFRENTAMENTO AOS EFEITOS DA COVID-19 NO 38º BATALHÃO DE INFANTARIA.,2,0,1750
43/2020,Dispensa de Licitação,64419004926202005,160150,MEX-4 COMPANHIA ENGENHARIA CMB MEC/MS,Jardim/MS,"AQUISIÇÃO DE MATERIAL DE CONSUMO(SACO PLÁSTICO LIXO), PARA A 4ª CIA E CMB MEC.",1,0,1749
83/2020,Dispensa de Licitação,64139005280202011,160522,28 BATALHAO LOGISTICO MECANIZADO,Dourados/MS,INSTALAÇÃO DE AR-CONDICIONADO TIPO SPLIT DE 12.0000 BTUS COM INSTALAÇÃO ELÉTRICA INCLUSA.,1,0,1740
18/2020,Dispensa de Licitação,64679002950202031,160133,MEX-10 REGIMENTO DE CAVALARIA MECANIZADO/MS,Bela Vista/MS,AQUISIÇÃO DE TERMÔMETRO DIGITAL.,2,0,1740
49/2020,Dispensa de Licitação,64300006615202008,160344,COMANDO 7 BRIGADA DE INFANTARIA MOTORIZADA,Natal/RN,AQUISIÇÃO DE TERMÔMETRO DIGITAL PARA AFERIÇÃO DA TEMPERATURA DOS MILITARES NO COMANDO DA 7ª BRIGADA DE INFANTARIA MOTORIZADA,1,0,1740
174/2020,Dispensa de Licitação,64013010822202094,160457,BASE DE ADMINISTRACAO E APOIO DA 2A RM MEX/SP,São Paulo/SP,AQUISIÇÃO DE MATERIAL DE PROCESSAMENTO DE DADOS.,2,0,1723.9
43/2020,Dispensa de Licitação,055/2020,160524,15 BATALHAO LOGISTICO,Cascavel/PR,"AQUISIÇÃO DE APARELHOS E UTENSÍLIOS DOMÉSTICOS.  ",1,0,1720
421/2020,Dispensa de Licitação,421/2020,160118,COMANDO DA 4 REGIAO MILITAR/DIV EX,Belo Horizonte/MG,"AQUISIÇÃO DE MATERIAL PARA ENFRENTAMENTO DA PANDEMIA INTERNACIONAL DO COVID-19, DESTINADO AO CMDO 4ª RM.",1,0,1720
31/2020,Dispensa de Licitação,65314003703202053,160226,34 BATALHAO DE INFANTARIA MECANIZADO,Foz do Iguaçu/PR,"AQUISIÇÃO DE APARELHOS E UTENSÍLIOS DOMÉSTICOS, PARA ATENDER O 34º BIMEC.",1,0,1700
29/2020,Dispensa de Licitação,64084004503202014,160498,2 BATALHAO DE INFANTARIA LEVE,São Vicente/SP,"AQUISIÇÃO DE MATERIAL DE HIGIENIZAÇÃO PARA CUSTEAR DESPESAS COM MATERIAL DE CONSUMO PARA ATENDER AÇÕES DE ENFRENTAMENTO AOS EFEITOS DA COVID-19. ",3,0,1680
163/2020,Dispensa de Licitação,64683010134202031,160450,14 REGIMENTO DE CAVALARIA MECANIZADA,São Miguel D'Oeste/SC,"CONTRATAÇÃO DE SERVIÇO DE INTERNET BANDA LARGA, DURANTE 90, DIAS PARA OS POSTOS AVANÇADOS DE DIONÍSIO CERQUEIRA-SC E PARAÍSO-SC, PARA SUPRIR A NECESSIDADE DE COMUNICAÇÃO E ATUALIZAÇÃO DE DADOS DA OPERAÇÃO COVID.",2,0,1679.4
37/2020,Dispensa de Licitação,64280008852202081,160438,COMANDO 2 BRIGADA DE CAVALARIA MECANIZADA/RS,Uruguaiana/RS,"AQUISIÇÃO DE MATERIAL HOSPITALAR PARA ATENDER AÇÕES DE COMBATE AO COVID 19, EM PROVEITO DO CMDO 2ª BDA C MEC.",1,0,1679.3
30/2020,Dispensa de Licitação,64084004503202014,160498,2 BATALHAO DE INFANTARIA LEVE,São Vicente/SP,"AQUISIÇÃO DE MATERIAL DE HIGIENIZAÇÃO PARA CUSTEAR DESPESAS COM MATERIAL DE CONSUMO PARA ATENDER AÇÕES DE ENFRENTAMENTO AOS EFEITOS DA COVID-19. ",3,0,1676.5
19/2020,Dispensa de Licitação,64556006960202031,160361,25 GRUPO DE ARTILHARIA DE CAMPANHA/RS,Bagé/RS,AQUISIÇÃO DE MATERIAL FARMACOLÓGICO PARA FAZER FRENTE A PANDEMIA DO COVID-19.,1,0,1668
62/2020,Dispensa de Licitação,592020,160263,11 GRUPO DE ARTILHARIA DE CAMPANHA/RJ,Rio de Janeiro/RJ,"AQUISIÇÃO DE MATERIAIS DE CONSUMO, ESPECIFICAMENTE DE LIMPEZA E EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL, PARA SEREM UTILIZADOS NAS AÇÕES DE PREVENÇÃO E COMBATE À PANDEMIA COVID-19, PARA AS TAREFAS RECEBIDAS DE DESINFECÇÃO DE ÁREAS.",1,0,1658
16/2020,Dispensa de Licitação,16/2020,160428,2 REGIMENTO DE CAVALARIA MECANIZADO/RS,São Borja/RS,AQS DE MATERIAL PARA ATENDER OPERAÇÃO COVID-19,3,0,1630
19/2020,Dispensa de Licitação,19/2020,160428,2 REGIMENTO DE CAVALARIA MECANIZADO/RS,São Borja/RS,AQS DE MATERIAL PARA ATENDER OPERAÇÃO COVID-19,3,0,1626
49/2020,Dispensa de Licitação,"6,4139E+16",160522,28 BATALHAO LOGISTICO MECANIZADO,Dourados/MS,"AQUISIÇÃO EMERGENCIAL DE EQUIPAMENTO DE PROTEÇÃO INDIVIDUAL (EPI)(ÓCULOS DE SEGURANÇA, MACACÃO EM TYCHEMR 2000 E PROTETOR FACIAL) PARA O ENFRENTAMENTO AO NOVO CORONAVÍRUS PARA ATENDER NECESSIDADE DO 28º B LOG.  ",4,0,1620.0000000000002
20/2020,Dispensa de Licitação,64066004054202014,160147,47 BATALHAO E INFANTARIA - MEX/MS,Coxim/MS,CUSTEAR DESPESAS COM AQUISIÇÃO DE MATERIAL DE PROTEÇÃO E SEGURANÇA (MÁSCARA DE TECIDO DUPLO; 100% ALGODÃO; LAVÁVEL; REUTILIZÁVEL; COM ELÁSTICO; TECIDO RESPIRÁVEL E TAMANHO ÚNICO). MATERIAL PARA COMBATE AO COVID-19.,1,0,1620
30/2020,Dispensa de Licitação,64132009766202099,160185,14 BATALHAO LOGISTICO,Recife/PE,"CONTRATAÇÃO DE SERVIÇO DE INSTALAÇÃO DE DISJUNTOR E DISPLAY DE GERADORES PARA O HOSPITAL DE CAMPANHA DO 14º BATALHÃO LOGÍSTICO, EM FAVOR DA AMPLIAÇÃO DA CAPACIDADE DE TRABALHO DESTE HOSPITAL EM APOIO AOS ESFORÇOS DE MITIGAÇÃO DOS PREJUÍZOS OCASIONADOS PELA COVID-19.",2,0,1620
11/2020,Dispensa de Licitação,64114015779202015,160006,1 BATALHAO DE INFANTARIA DE SELVA/AM,Manaus/AM,"AQUISIÇÃO DE PORTA CARREGADOR DE FUZIL 5,56 PARA ATENDER A DEMANDA DA OM EM MATERIAL DE EMPREGO MILITAR VISANDO A UTILIZAÇÃO DA TROPA EM OPERAÇÕES GLO NO CONTEXTO DA OPERAÇÃO COVID-19.",1,0,1620
58/2020,Dispensa de Licitação,64614002165202032,160328,LABORATORIO QUIMICO FARMACEUTICO DO EXERCITO,Rio de Janeiro/RJ,AQUISIÇÃO DE ALUMÍNIO DURO DE CLOROQUINA.,1,0,1615
35/2020,Dispensa de Licitação,65372001289202053,160479,6 GRUPO DE MISSEIS E FOGUETES,Formosa/GO,AQUISIÇÃO DE ÁLCOOL EM GEL,1,0,1614.96
156/2020,Dispensa de Licitação,65326016009202067,160149,MEX-COMANDO 4.BRIGADA CAVALARIA MECANIZADA/MS,Dourados/MS,AQUISIÇÃO DE TESTE RÁPIDO COVID - 19,1,0,1600
163/2020,Dispensa de Licitação,446,160244,COMANDO DE ARTILHARIA DIVISIONARIA DA 1ª DE,Niterói/RJ,MACACÃO HIDROFÓBICO EM TNT.,1,0,1600
158/2020,Dispensa de Licitação,437,160244,COMANDO DE ARTILHARIA DIVISIONARIA DA 1ª DE,Niterói/RJ,MACACÃO HIDROPÓBICO EM TNT.,1,0,1600
8/2020,Dispensa de Licitação,64575000029262020,160166,HOSPITAL GERAL DE BELEM,Belém/PA,AQUISIÇÃO DE TERMÔMETROS INFRAVERMELHO PARA SEREM UTILIZADOS NA PREVENÇÃO E  COMBATE A COVID-19.,1,0,1600
26/2020,Dispensa de Licitação,64066004305202061,160147,47 BATALHAO E INFANTARIA - MEX/MS,Coxim/MS,"CUSTEAR DESPESAS COM AQUISIÇÃO DE MATERIAL DE PROTEÇÃO E SEGURANÇA. AQUISIÇÃO DE MÁSCARA SEMIFACIAL FILTRANTE DOBRADA, MODELO 226 PFF2/N95. COMPOSIÇÃO: FIBRAS TÊXTEIS NÃO TECIDAS EM PP E PES, ANTIALÉRGICAS, DOIS ELÁSTICOS E UM CLIPE DE ALUMÍNIO. CONFORME NBR Nº 13.698/11. VALIDADE DE 03 ANOS, NA SUA EMBALAGEM ORIGINAL E EM LUGAR SECO. MATERIAL DESTINADO ""PARA ATENDER AÇÕES DE ENFRENTAMENTO AOS EFEITOS DA COVID19"".",1,0,1580.1
84/2020,Dispensa de Licitação,283/2020,160093,38  BATALHAO DE INFANTARIA/MEX/ES,Vila Velha/ES,"AQUISIÇÃO DE MÁSCARA DESCARTÁVEL, TIPO N95, COM CLIP NASAL, ALÇAS ELÁSTICAS DE CABEÇA, COM VÁLVULA DE EXALAÇÃO, PARA USO HOSPITALAR, PARA A PROTEÇÃO DOS MILITARES NAS AÇÕES DE ENFRENTAMENTO DA COVID-19.  ",1,0,1580
8/2020,Dispensa de Licitação,644.190.021.992.020,160150,MEX-4 COMPANHIA ENGENHARIA CMB MEC/MS,Jardim/MS,"AQUISIÇÃO DE MATERIAL DE CONSUMO (PAPEL HIGIÊNICO, COPO, TOALHA DE PAPEL),OPERAÇÃO COVID-19, PARA A 4ª CIA E CMB MEC.",1,0,1570
104/2020,Dispensa de Licitação,64013013712202084,160457,BASE DE ADMINISTRACAO E APOIO DA 2A RM MEX/SP,São Paulo/SP,MANUTENÇÃO E CONSERVAÇÃO DE VEÍCULOS.,1,0,1570
38/2020,Dispensa de Licitação,38,160317,ESCOLA DE INSTRUCAO ESPECIALIZADA/RJ,Rio de Janeiro/RJ,AQUISIÇÃO DE PASSAGEM AÉREA PARA CAPACITAÇÃO DE PESSOAL AO COMBATE DO COVID-19,1,0,1569.57
38/2020,Dispensa de Licitação,65345009353202071,160513,9º BATALHÃO DE MANUTENÇÃO,Campo Grande/MS,"OS SERVIÇOS SERÃO ADQUIRIDOS PARA REALIZAR MANUTENÇÃO DE VIATURAS DO 18º GAC, UTILIZADAS EM PROL DA OPERAÇÃO COVID-19 QUE VISAM AÇÕES E MEDIDAS AO COMBATE DO NOVO CORONAVÍRUS - (COVID 19) ",3,0,1568
58/2020,Dispensa de Licitação,64101004067202010,160130,36 BATALHAO DE INFANTARIA MECANIZADO - MEX,Uberlândia/MG,AQUISIÇÃO DE PULVERIZADOR COSTAL PARA ATENDER NECESSIDADE DESTA OM (COVID-19),1,0,1550
52/2020,Dispensa de Licitação,64066006702202077,160147,47 BATALHAO E INFANTARIA - MEX/MS,Coxim/MS,"AQUISIÇÃO DE MATERIAL DE PROTEÇÃO E SEGURANÇA. MÁSCARA DE TECIDO DUPLO, PARA PROTEÇÃO DE NARIZ E BOCA, COM ELÁSTICO, CONFECCIONADA DENTRO DOS PADRÕES DE SEGURANÇA DA OMS. TECIDO 100% ALGODÃO. MED. 19CM X 10CM. LAVÁVEL, REUTILIZÁVEL, TECIDO RESPIRÁVEL, TAMANHO ADULTO ÚNICO.",1,0,1535
8/2020,Dispensa de Licitação,644190021992020,160150,MEX-4 COMPANHIA ENGENHARIA CMB MEC/MS,Jardim/MS,"AQUISIÇÃO DE MATERIAL DE CONSUMO (PAPEL HIGIÊNICO, COPO, TOALHA DE PAPEL),OPERAÇÃO COVID-19, PARA A 4ª CIA E CMB MEC.",2,0,1530
28/2020,Dispensa de Licitação,64614001166202060,160328,LABORATORIO QUIMICO FARMACEUTICO DO EXERCITO,Rio de Janeiro/RJ,AQUISIÇÃO DE PADRÕES PARA ANÁLISE DE MATÉRIA PRIMA,3,0,1525
30/2020,Dispensa de Licitação,64455001817202091,160049,10. DEPOSITO DE SUPRIMENTO/MEX - CE,Fortaleza/CE,"AQUISIÇÃO DE EQUIPAMENTO DE PROTEÇÃO INDIVIDUAL PARA A MISSÃO DE DESCONTAMINAÇÃO, EM VIRTUDE DA PANDEMIA DO COVID-19.  ",1,0,1518
73/2020,Dispensa de Licitação,64614002958202051,160328,LABORATORIO QUIMICO FARMACEUTICO DO EXERCITO,Rio de Janeiro/RJ,AQUISIÇÃO DE ETIQUETA DE IDENTIFICAÇÃO DE QUARENTENA.,1,0,1509
67/2020,Dispensa de Licitação,209,160244,COMANDO DE ARTILHARIA DIVISIONARIA DA 1ª DE,Niterói/RJ,AQUISIÇÃO DE MATERIAL PARA PREVENÇÃO CLORO COVID 19.,2,0,1506
28/2020,Dispensa de Licitação,64621003861202077,160200,PARQUE REGIONAL DE MANUTENCAO/7,Recife/PE,"AQUISIÇÃO DE BOMBONA 5L DE ÁLCOOL 70%, MATERIAL SERÁ EMPREGADO NO COMBATE AO COVID-19.",2,0,1505
124/2020,Dispensa de Licitação,124/2020,160531,ESCOLA DE APERFEICOAMENTO DE SARGENTOS,Cruz Alta/RS,AQUISIÇÃO DE TERMÔMETRO DIGITAL PARA ATENDER A SEÇÃO DE SAÚDE DA ESCOLA DE APERFEIÇOAMENTO DE SARGENTOS DAS ARMAS,1,0,1500
176/2020,Dispensa de Licitação,64584012880202088,160495,HOSPITAL MILITAR DE ÁREA DE SÃO PAULO,São Paulo/SP,AQUISIÇÃO DE AGULHAS DESCARTÁVEIS PARA ASPIRAÇÃO DE MEDICAÇÃO 25X12MM,1,0,1500
